timestamp,amount,merchant_code,account_age_days,is_fraud
2024-01-02 18:00:00,27.0,1003,4522,0
2024-01-02 19:00:00,500.08,1003,425,0
2024-01-02 20:00:00,79.89,1002,1481,0
2024-01-02 21:00:00,237.25,1003,4190,0
2024-01-02 22:00:00,94.71,1002,4272,0
2024-01-02 23:00:00,166.82,1002,2441,0
2024-01-03 00:00:00,178.24,1004,2525,0
2024-01-03 01:00:00,60.88,1002,1105,0
2024-01-03 02:00:00,718.56,1004,819,0
2024-01-03 03:00:00,318.45,1003,3054,0
2024-01-03 04:00:00,581.02,1002,1002,0
2024-01-03 05:00:00,470.43,1002,1291,0
2024-01-03 06:00:00,202.21,1001,4380,0
2024-01-03 07:00:00,529.89,1002,1783,0
2024-01-03 08:00:00,38.53,1002,3571,0
2024-01-03 09:00:00,63.63,1001,3826,0
2024-01-03 10:00:00,29.26,1001,1766,0
2024-01-03 11:00:00,98.71,1003,2383,0
2024-01-03 12:00:00,118.43,1002,2586,0
2024-01-03 13:00:00,83.31,1003,901,0
2024-01-03 14:00:00,372.91,1003,4194,0
2024-01-03 15:00:00,108.25,1001,717,0
2024-01-03 16:00:00,85.96,1004,2407,0
2024-01-03 17:00:00,176.48,1003,4492,0
2024-01-03 18:00:00,50.38,1004,2144,0
2024-01-03 19:00:00,344.1,1002,2364,0
2024-01-03 20:00:00,35.5,1001,4545,0
2024-01-03 21:00:00,886.83,1002,986,0
2024-01-03 22:00:00,315.9,1002,744,0
2024-01-03 23:00:00,64.31,1001,2478,0
2024-01-04 00:00:00,21.11,1002,2550,0
2024-01-04 01:00:00,357.98,1001,642,0
2024-01-04 02:00:00,265.42,1004,4278,0
2024-01-04 03:00:00,281.13,1002,4109,0
2024-01-04 04:00:00,315.04,1001,2911,0
2024-01-04 05:00:00,35.39,1003,1673,0
2024-01-04 06:00:00,108.78,1002,2025,0
2024-01-04 07:00:00,44.63,1004,3191,0
2024-01-04 08:00:00,417.71,1001,4073,0
2024-01-04 09:00:00,215.26,1002,2640,0
2024-01-04 10:00:00,100.36,1002,3882,0
2024-01-04 11:00:00,33.13,1002,1064,0
2024-01-04 12:00:00,94.5,1004,390,0
2024-01-04 13:00:00,98.66,1001,3092,0
2024-01-04 14:00:00,281.58,1003,2401,0
2024-01-04 15:00:00,222.98,1003,1602,0
2024-01-04 16:00:00,456.45,1003,4271,0
2024-01-04 17:00:00,147.81,1001,2757,0
2024-01-04 18:00:00,45.47,1003,2399,0
2024-01-04 19:00:00,269.83,1004,3563,0
2024-01-04 20:00:00,306.08,1001,3037,0
2024-01-04 21:00:00,184.78,1002,1217,0
2024-01-04 22:00:00,314.78,1004,3863,0
2024-01-04 23:00:00,156.16,1002,554,0
2024-01-05 00:00:00,167.94,1003,3091,0
2024-01-05 01:00:00,131.56,1004,3673,0
2024-01-05 02:00:00,25.15,1001,2249,0
2024-01-05 03:00:00,42.83,1004,2377,0
2024-01-05 04:00:00,26.39,1002,3783,0
2024-01-05 05:00:00,222.35,1001,2637,0
2024-01-05 06:00:00,95.48,1004,3941,0
2024-01-05 07:00:00,162.09,1004,2484,0
2024-01-05 08:00:00,496.25,1004,3140,0
2024-01-05 09:00:00,77.35,1004,3517,0
2024-01-05 10:00:00,125.66,1001,106,0
2024-01-05 11:00:00,301.75,1002,3868,0
2024-01-05 12:00:00,71.96,1004,2718,0
2024-01-05 13:00:00,36.02,1001,3346,0
2024-01-05 14:00:00,88.43,1002,466,0
2024-01-05 15:00:00,55.16,1004,4378,0
2024-01-05 16:00:00,550.99,1002,2997,0
2024-01-05 17:00:00,350.18,1002,4098,0
2024-01-05 18:00:00,220.7,1001,3894,0
2024-01-05 19:00:00,430.3,1002,1041,0
2024-01-05 20:00:00,345.59,1001,217,0
2024-01-05 21:00:00,61.3,1004,1947,0
2024-01-05 22:00:00,466.16,1002,1156,0
2024-01-05 23:00:00,175.02,1002,4309,0
2024-01-06 00:00:00,349.47,1003,2574,0
2024-01-06 01:00:00,472.85,1004,452,0
2024-01-06 02:00:00,96.55,1004,4794,0
2024-01-06 03:00:00,43.32,1003,842,0
2024-01-06 04:00:00,71.74,1003,1471,0
2024-01-06 05:00:00,131.41,1001,3526,0
2024-01-06 06:00:00,360.77,1001,1169,0
2024-01-06 07:00:00,414.27,1002,396,0
2024-01-06 08:00:00,21.4,1002,2051,0
2024-01-06 09:00:00,162.98,1002,2563,0
2024-01-06 10:00:00,128.05,1002,1728,0
2024-01-06 11:00:00,70.23,1001,4785,0
2024-01-06 12:00:00,45.54,1004,4060,0
2024-01-06 13:00:00,102.38,1002,3419,0
2024-01-06 14:00:00,592.62,1004,699,0
2024-01-06 15:00:00,98.08,1002,1179,0
2024-01-06 16:00:00,166.29,1003,4998,0
2024-01-06 17:00:00,262.82,1002,962,0
2024-01-06 18:00:00,110.39,1002,4889,0
2024-01-06 19:00:00,733.56,1002,4600,0
2024-01-06 20:00:00,676.4,1001,3506,0
2024-01-06 21:00:00,78.01,1003,3927,0
2024-01-06 22:00:00,157.53,1002,4852,0
2024-01-06 23:00:00,91.59,1002,2494,0
2024-01-07 00:00:00,87.05,1004,1864,0
2024-01-07 01:00:00,27.52,1003,3449,0
2024-01-07 02:00:00,208.1,1002,3241,0
2024-01-07 03:00:00,159.7,1004,2607,0
2024-01-07 04:00:00,30.57,1004,3993,0
2024-01-07 05:00:00,85.33,1001,2201,0
2024-01-07 06:00:00,497.77,1004,2645,0
2024-01-07 07:00:00,74.77,1002,666,0
2024-01-07 08:00:00,51.31,1001,3822,0
2024-01-07 09:00:00,1299.78,1001,3350,1
2024-01-07 10:00:00,868.81,1002,3921,0
2024-01-07 11:00:00,75.43,1003,1806,0
2024-01-07 12:00:00,243.03,1004,4373,0
2024-01-07 13:00:00,306.78,1001,1772,0
2024-01-07 14:00:00,74.27,1003,4482,0
2024-01-07 15:00:00,280.55,1002,3295,0
2024-01-07 16:00:00,111.7,1004,1595,0
2024-01-07 17:00:00,220.1,1004,3573,0
2024-01-07 18:00:00,220.77,1001,2450,0
2024-01-07 19:00:00,173.48,1004,4594,0
2024-01-07 20:00:00,38.93,1004,4827,0
2024-01-07 21:00:00,380.73,1004,3110,0
2024-01-07 22:00:00,97.36,1004,3254,0
2024-01-07 23:00:00,61.29,1002,1050,0
2024-01-08 00:00:00,28.33,1003,3137,0
2024-01-08 01:00:00,198.76,1002,2283,0
2024-01-08 02:00:00,246.37,1002,3639,0
2024-01-08 03:00:00,23.35,1001,2124,0
2024-01-08 04:00:00,163.53,1004,1687,0
2024-01-08 05:00:00,71.36,1002,3104,0
2024-01-08 06:00:00,227.22,1004,1008,0
2024-01-08 07:00:00,58.32,1002,2294,0
2024-01-08 08:00:00,254.84,1002,1599,0
2024-01-08 09:00:00,117.79,1001,1171,0
2024-01-08 10:00:00,572.07,1003,2530,0
2024-01-08 11:00:00,49.59,1003,3865,0
2024-01-08 12:00:00,103.43,1002,4658,0
2024-01-08 13:00:00,44.09,1001,704,0
2024-01-08 14:00:00,537.24,1004,4422,0
2024-01-08 15:00:00,439.67,1004,4873,0
2024-01-08 16:00:00,79.67,1002,3808,0
2024-01-08 17:00:00,235.75,1003,3693,0
2024-01-08 18:00:00,359.9,1001,1981,0
2024-01-08 19:00:00,182.03,1003,1513,0
2024-01-08 20:00:00,170.86,1004,3259,0
2024-01-08 21:00:00,75.38,1003,4228,0
2024-01-08 22:00:00,39.55,1004,3252,0
2024-01-08 23:00:00,475.02,1001,1878,0
2024-01-09 00:00:00,481.35,1001,1681,0
2024-01-09 01:00:00,220.53,1002,1092,0
2024-01-09 02:00:00,102.81,1002,1738,0
2024-01-09 03:00:00,105.91,1003,3861,0
2024-01-09 04:00:00,278.89,1001,2152,0
2024-01-09 05:00:00,474.82,1001,1158,0
2024-01-09 06:00:00,456.23,1002,263,0
2024-01-09 07:00:00,322.71,1004,4112,0
2024-01-09 08:00:00,225.46,1003,3552,0
2024-01-09 09:00:00,37.58,1003,2785,0
2024-01-09 10:00:00,55.26,1002,4647,0
2024-01-09 11:00:00,477.65,1001,3343,0
2024-01-09 12:00:00,206.5,1002,4194,0
2024-01-09 13:00:00,21.85,1002,3289,0
2024-01-09 14:00:00,41.4,1002,4318,0
2024-01-09 15:00:00,237.83,1002,2891,0
2024-01-09 16:00:00,21.01,1004,275,0
2024-01-09 17:00:00,55.06,1004,2350,0
2024-01-09 18:00:00,179.14,1001,3158,0
2024-01-09 19:00:00,255.46,1002,3369,0
2024-01-09 20:00:00,231.09,1004,1014,0
2024-01-09 21:00:00,70.79,1001,2104,0
2024-01-09 22:00:00,269.08,1002,4727,0
2024-01-09 23:00:00,74.16,1003,3281,0
2024-01-10 00:00:00,98.73,1004,4532,0
2024-01-10 01:00:00,294.47,1001,219,0
2024-01-10 02:00:00,229.75,1003,897,0
2024-01-10 03:00:00,398.39,1002,163,0
2024-01-10 04:00:00,234.36,1002,3603,0
2024-01-10 05:00:00,188.01,1002,424,0
2024-01-10 06:00:00,39.67,1004,3434,0
2024-01-10 07:00:00,111.68,1001,1294,0
2024-01-10 08:00:00,81.63,1003,3158,0
2024-01-10 09:00:00,75.94,1001,778,0
2024-01-10 10:00:00,742.46,1004,992,0
2024-01-10 11:00:00,119.88,1001,3212,0
2024-01-10 12:00:00,465.21,1004,4684,0
2024-01-10 13:00:00,219.47,1002,3536,0
2024-01-10 14:00:00,336.77,1003,2797,0
2024-01-10 15:00:00,159.69,1002,2220,0
2024-01-10 16:00:00,192.03,1001,1048,0
2024-01-10 17:00:00,155.66,1002,3942,0
2024-01-10 18:00:00,63.44,1003,551,0
2024-01-10 19:00:00,276.35,1002,368,0
2024-01-10 20:00:00,85.92,1003,859,0
2024-01-10 21:00:00,24.92,1003,4532,0
2024-01-10 22:00:00,227.39,1002,2554,0
2024-01-10 23:00:00,58.99,1004,4591,0
2024-01-11 00:00:00,584.22,1001,1841,0
2024-01-11 01:00:00,635.51,1004,1482,0
2024-01-11 02:00:00,512.7,1004,1446,0
2024-01-11 03:00:00,112.46,1002,339,0
2024-01-11 04:00:00,23.12,1001,4364,0
2024-01-11 05:00:00,547.1,1001,4248,0
2024-01-11 06:00:00,131.79,1004,4018,0
2024-01-11 07:00:00,700.17,1002,4732,0
2024-01-11 08:00:00,682.75,1001,1398,0
2024-01-11 09:00:00,403.48,1004,4195,0
2024-01-11 10:00:00,89.76,1001,729,0
2024-01-11 11:00:00,117.26,1002,3245,0
2024-01-11 12:00:00,400.95,1002,4586,0
2024-01-11 13:00:00,96.23,1002,2141,0
2024-01-11 14:00:00,57.14,1001,1110,0
2024-01-11 15:00:00,182.75,1003,682,0
2024-01-11 16:00:00,570.26,1001,526,0
2024-01-11 17:00:00,258.17,1003,2542,0
2024-01-11 18:00:00,188.82,1002,3680,0
2024-01-11 19:00:00,40.45,1004,791,0
2024-01-11 20:00:00,210.91,1003,3533,0
2024-01-11 21:00:00,942.11,1002,3568,0
2024-01-11 22:00:00,50.18,1002,2396,0
2024-01-11 23:00:00,166.1,1003,4792,0
2024-01-12 00:00:00,439.72,1004,1599,0
2024-01-12 01:00:00,290.01,1002,1511,0
2024-01-12 02:00:00,258.81,1003,3804,0
2024-01-12 03:00:00,262.46,1004,4328,0
2024-01-12 04:00:00,109.1,1004,3090,0
2024-01-12 05:00:00,89.51,1002,1086,0
2024-01-12 06:00:00,351.47,1001,1110,0
2024-01-12 07:00:00,352.27,1001,512,0
2024-01-12 08:00:00,423.59,1002,1349,0
2024-01-12 09:00:00,508.92,1004,3895,0
2024-01-12 10:00:00,163.22,1002,633,0
2024-01-12 11:00:00,159.24,1003,1896,0
2024-01-12 12:00:00,340.19,1001,3360,0
2024-01-12 13:00:00,229.94,1003,1060,0
2024-01-12 14:00:00,262.11,1002,3782,0
2024-01-12 15:00:00,337.72,1002,3926,0
2024-01-12 16:00:00,461.46,1004,4028,0
2024-01-12 17:00:00,102.5,1004,1339,0
2024-01-12 18:00:00,114.19,1004,4124,0
2024-01-12 19:00:00,39.74,1003,3377,0
2024-01-12 20:00:00,192.68,1004,3961,0
2024-01-12 21:00:00,27.32,1002,2507,0
2024-01-12 22:00:00,145.32,1004,1583,0
2024-01-12 23:00:00,176.46,1001,2644,0
2024-01-13 00:00:00,87.53,1004,2778,0
2024-01-13 01:00:00,198.73,1003,1221,0
2024-01-13 02:00:00,26.2,1001,785,0
2024-01-13 03:00:00,27.61,1001,1170,0
2024-01-13 04:00:00,365.87,1001,2393,0
2024-01-13 05:00:00,109.32,1003,2664,0
2024-01-13 06:00:00,47.18,1002,3550,0
2024-01-13 07:00:00,167.73,1004,4707,0
2024-01-13 08:00:00,313.93,1001,4645,0
2024-01-13 09:00:00,68.62,1001,1105,0
2024-01-13 10:00:00,215.04,1001,33,0
2024-01-13 11:00:00,37.84,1002,4729,0
2024-01-13 12:00:00,30.61,1002,3566,0
2024-01-13 13:00:00,171.58,1003,1089,0
2024-01-13 14:00:00,175.58,1002,4328,0
2024-01-13 15:00:00,222.91,1004,188,0
2024-01-13 16:00:00,278.99,1003,2857,0
2024-01-13 17:00:00,764.71,1003,1970,0
2024-01-13 18:00:00,165.26,1004,1483,0
2024-01-13 19:00:00,98.0,1004,4898,0
2024-01-13 20:00:00,337.13,1004,4989,0
2024-01-13 21:00:00,83.17,1003,1222,0
2024-01-13 22:00:00,135.6,1003,819,0
2024-01-13 23:00:00,36.34,1003,429,0
2024-01-14 00:00:00,25.14,1004,3669,0
2024-01-14 01:00:00,677.48,1004,3826,0
2024-01-14 02:00:00,381.55,1001,1288,0
2024-01-14 03:00:00,258.13,1002,2533,0
2024-01-14 04:00:00,125.17,1001,1450,0
2024-01-14 05:00:00,58.06,1004,1350,0
2024-01-14 06:00:00,54.02,1003,2231,0
2024-01-14 07:00:00,77.6,1004,2402,0
2024-01-14 08:00:00,179.36,1002,1371,0
2024-01-14 09:00:00,270.77,1001,601,0
2024-01-14 10:00:00,235.88,1001,536,0
2024-01-14 11:00:00,85.68,1003,2513,0
2024-01-14 12:00:00,639.62,1001,1302,0
2024-01-14 13:00:00,287.8,1001,1664,0
2024-01-14 14:00:00,181.65,1004,4916,0
2024-01-14 15:00:00,209.21,1001,197,0
2024-01-14 16:00:00,128.81,1001,2768,0
2024-01-14 17:00:00,76.93,1001,538,0
2024-01-14 18:00:00,108.0,1003,443,0
2024-01-14 19:00:00,303.64,1003,3522,0
2024-01-14 20:00:00,22.9,1004,1814,0
2024-01-14 21:00:00,44.68,1001,312,0
2024-01-14 22:00:00,29.42,1003,4192,0
2024-01-14 23:00:00,28.32,1003,447,0
2024-01-15 00:00:00,406.84,1004,2598,0
2024-01-15 01:00:00,263.25,1002,842,0
2024-01-15 02:00:00,148.56,1001,806,0
2024-01-15 03:00:00,40.59,1003,569,0
2024-01-15 04:00:00,155.3,1004,3598,0
2024-01-15 05:00:00,148.29,1004,771,0
2024-01-15 06:00:00,58.04,1004,3584,0
2024-01-15 07:00:00,133.78,1003,3795,0
2024-01-15 08:00:00,121.67,1001,2524,0
2024-01-15 09:00:00,211.34,1002,694,0
2024-01-15 10:00:00,221.62,1001,4243,0
2024-01-15 11:00:00,29.27,1004,587,0
2024-01-15 12:00:00,113.88,1004,4815,0
2024-01-15 13:00:00,216.62,1002,237,0
2024-01-15 14:00:00,159.89,1001,2338,0
2024-01-15 15:00:00,408.27,1004,2741,0
2024-01-15 16:00:00,234.99,1004,837,0
2024-01-15 17:00:00,55.57,1001,440,0
2024-01-15 18:00:00,34.64,1004,1073,0
2024-01-15 19:00:00,225.68,1001,1719,0
2024-01-15 20:00:00,25.37,1004,1244,0
2024-01-15 21:00:00,196.27,1001,311,0
2024-01-15 22:00:00,583.45,1002,1430,0
2024-01-15 23:00:00,191.36,1004,4638,0
2024-01-16 00:00:00,118.26,1002,778,0
2024-01-16 01:00:00,226.17,1004,1414,0
2024-01-16 02:00:00,142.59,1004,453,0
2024-01-16 03:00:00,177.76,1003,3114,0
2024-01-16 04:00:00,587.63,1001,4365,0
2024-01-16 05:00:00,117.59,1002,3315,0
2024-01-16 06:00:00,669.82,1002,1548,0
2024-01-16 07:00:00,491.52,1002,3940,0
2024-01-16 08:00:00,63.58,1001,1341,0
2024-01-16 09:00:00,34.38,1003,79,0
2024-01-16 10:00:00,41.25,1002,3445,0
2024-01-16 11:00:00,23.68,1001,490,0
2024-01-16 12:00:00,39.84,1004,4104,0
2024-01-16 13:00:00,249.77,1002,3506,0
2024-01-16 14:00:00,34.77,1002,2803,0
2024-01-16 15:00:00,96.83,1003,2902,0
2024-01-16 16:00:00,392.71,1002,1208,0
2024-01-16 17:00:00,24.71,1002,2382,0
2024-01-16 18:00:00,356.91,1004,1902,0
2024-01-16 19:00:00,86.22,1001,1893,0
2024-01-16 20:00:00,45.15,1001,807,0
2024-01-16 21:00:00,258.63,1003,27,0
2024-01-16 22:00:00,218.28,1004,53,0
2024-01-16 23:00:00,439.88,1001,164,0
2024-01-17 00:00:00,285.66,1004,4972,0
2024-01-17 01:00:00,345.4,1001,3458,0
2024-01-17 02:00:00,86.27,1004,4848,0
2024-01-17 03:00:00,59.07,1003,4090,0
2024-01-17 04:00:00,297.75,1002,1435,0
2024-01-17 05:00:00,348.84,1003,4330,0
2024-01-17 06:00:00,951.4,1001,4322,0
2024-01-17 07:00:00,126.42,1003,3649,0
2024-01-17 08:00:00,113.05,1002,4136,0
2024-01-17 09:00:00,319.59,1003,1902,0
2024-01-17 10:00:00,103.35,1001,907,0
2024-01-17 11:00:00,554.03,1001,3434,0
2024-01-17 12:00:00,410.97,1003,4550,0
2024-01-17 13:00:00,132.07,1002,1268,0
2024-01-17 14:00:00,297.96,1003,2025,0
2024-01-17 15:00:00,300.93,1002,4843,0
2024-01-17 16:00:00,41.77,1004,1712,0
2024-01-17 17:00:00,485.69,1002,883,0
2024-01-17 18:00:00,160.74,1004,575,0
2024-01-17 19:00:00,370.27,1003,2028,0
2024-01-17 20:00:00,97.15,1002,1895,0
2024-01-17 21:00:00,471.76,1004,2133,0
2024-01-17 22:00:00,118.6,1004,4652,0
2024-01-17 23:00:00,22.18,1004,2324,0
2024-01-18 00:00:00,6779.72,1001,4422,1
2024-01-18 01:00:00,39.15,1003,3893,0
2024-01-18 02:00:00,96.93,1004,3202,0
2024-01-18 03:00:00,619.39,1002,1869,0
2024-01-18 04:00:00,621.59,1004,34,0
2024-01-18 05:00:00,190.4,1001,3513,0
2024-01-18 06:00:00,219.85,1003,4265,0
2024-01-18 07:00:00,139.0,1001,1147,0
2024-01-18 08:00:00,89.4,1001,1199,0
2024-01-18 09:00:00,99.7,1001,4808,0
2024-01-18 10:00:00,243.26,1002,4106,0
2024-01-18 11:00:00,299.17,1003,3167,0
2024-01-18 12:00:00,333.64,1003,2377,0
2024-01-18 13:00:00,331.77,1002,4487,0
2024-01-18 14:00:00,39.13,1003,1751,0
2024-01-18 15:00:00,156.41,1001,3698,0
2024-01-18 16:00:00,31.86,1003,3756,0
2024-01-18 17:00:00,179.49,1002,907,0
2024-01-18 18:00:00,136.51,1001,4033,0
2024-01-18 19:00:00,457.32,1002,726,0
2024-01-18 20:00:00,106.44,1004,3977,0
2024-01-18 21:00:00,44.9,1001,4031,0
2024-01-18 22:00:00,50.86,1001,3225,0
2024-01-18 23:00:00,306.69,1003,400,0
2024-01-19 00:00:00,212.58,1001,3894,0
2024-01-19 01:00:00,41.32,1002,1709,0
2024-01-19 02:00:00,37.57,1003,3047,0
2024-01-19 03:00:00,261.44,1004,242,0
2024-01-19 04:00:00,35.11,1002,1936,0
2024-01-19 05:00:00,365.04,1004,3141,0
2024-01-19 06:00:00,265.0,1004,3316,0
2024-01-19 07:00:00,36.97,1004,2734,0
2024-01-19 08:00:00,37.73,1001,4811,0
2024-01-19 09:00:00,883.09,1002,243,0
2024-01-19 10:00:00,113.77,1002,1401,0
2024-01-19 11:00:00,112.61,1001,2902,0
2024-01-19 12:00:00,355.12,1003,1265,0
2024-01-19 13:00:00,608.43,1004,2548,0
2024-01-19 14:00:00,873.75,1002,3700,0
2024-01-19 15:00:00,299.98,1001,899,0
2024-01-19 16:00:00,114.4,1004,4697,0
2024-01-19 17:00:00,37.44,1003,755,0
2024-01-19 18:00:00,320.25,1003,1729,0
2024-01-19 19:00:00,183.47,1004,437,0
2024-01-19 20:00:00,130.41,1003,741,0
2024-01-19 21:00:00,493.65,1002,809,0
2024-01-19 22:00:00,43.58,1002,4307,0
2024-01-19 23:00:00,155.7,1002,845,0
2024-01-20 00:00:00,22.28,1003,144,0
2024-01-20 01:00:00,146.47,1002,2548,0
2024-01-20 02:00:00,31.59,1001,3728,0
2024-01-20 03:00:00,45.3,1002,50,0
2024-01-20 04:00:00,45.01,1002,3377,0
2024-01-20 05:00:00,229.51,1003,2425,0
2024-01-20 06:00:00,294.12,1002,2050,0
2024-01-20 07:00:00,195.11,1004,4349,0
2024-01-20 08:00:00,674.94,1001,2959,0
2024-01-20 09:00:00,113.96,1003,4271,0
2024-01-20 10:00:00,87.29,1001,3476,0
2024-01-20 11:00:00,425.9,1004,3098,0
2024-01-20 12:00:00,70.62,1003,4833,0
2024-01-20 13:00:00,680.57,1003,1125,0
2024-01-20 14:00:00,22.45,1002,4588,0
2024-01-20 15:00:00,720.51,1001,2600,0
2024-01-20 16:00:00,28.82,1004,3583,0
2024-01-20 17:00:00,463.54,1004,2988,0
2024-01-20 18:00:00,170.03,1003,2457,0
2024-01-20 19:00:00,1011.37,1002,1240,0
2024-01-20 20:00:00,35.33,1003,2676,0
2024-01-20 21:00:00,181.42,1003,4985,0
2024-01-20 22:00:00,716.72,1003,4935,0
2024-01-20 23:00:00,168.09,1003,4864,0
2024-01-21 00:00:00,218.53,1004,4268,0
2024-01-21 01:00:00,257.98,1004,2604,0
2024-01-21 02:00:00,141.23,1003,3440,0
2024-01-21 03:00:00,217.53,1003,2927,0
2024-01-21 04:00:00,195.57,1002,2962,0
2024-01-21 05:00:00,482.85,1003,2005,0
2024-01-21 06:00:00,29.3,1004,3901,0
2024-01-21 07:00:00,85.97,1001,316,0
2024-01-21 08:00:00,620.8,1004,1372,0
2024-01-21 09:00:00,461.94,1002,2112,0
2024-01-21 10:00:00,141.64,1004,3040,0
2024-01-21 11:00:00,213.59,1001,342,0
2024-01-21 12:00:00,84.97,1003,2762,0
2024-01-21 13:00:00,61.68,1001,252,0
2024-01-21 14:00:00,144.61,1003,1894,0
2024-01-21 15:00:00,107.19,1003,1442,0
2024-01-21 16:00:00,195.25,1004,2560,0
2024-01-21 17:00:00,36.18,1004,312,0
2024-01-21 18:00:00,752.99,1004,4340,0
2024-01-21 19:00:00,876.77,1002,3119,0
2024-01-21 20:00:00,259.57,1004,2196,0
2024-01-21 21:00:00,173.62,1002,4300,0
2024-01-21 22:00:00,94.08,1004,1560,0
2024-01-21 23:00:00,356.18,1003,1802,0
2024-01-22 00:00:00,250.87,1002,656,0
2024-01-22 01:00:00,55.49,1001,4666,0
2024-01-22 02:00:00,503.66,1002,722,0
2024-01-22 03:00:00,365.8,1002,4518,0
2024-01-22 04:00:00,618.35,1001,547,0
2024-01-22 05:00:00,278.72,1002,244,0
2024-01-22 06:00:00,210.08,1003,2406,0
2024-01-22 07:00:00,128.34,1004,1514,0
2024-01-22 08:00:00,559.8,1001,1384,0
2024-01-22 09:00:00,422.08,1004,4521,0
2024-01-22 10:00:00,29.25,1003,1919,0
2024-01-22 11:00:00,25.34,1001,925,0
2024-01-22 12:00:00,114.47,1004,3968,0
2024-01-22 13:00:00,352.73,1004,90,0
2024-01-22 14:00:00,892.86,1003,2093,0
2024-01-22 15:00:00,52.6,1004,2698,0
2024-01-22 16:00:00,200.34,1003,1700,0
2024-01-22 17:00:00,115.89,1002,766,0
2024-01-22 18:00:00,720.74,1003,2680,0
2024-01-22 19:00:00,389.18,1002,3761,0
2024-01-22 20:00:00,384.44,1001,3562,0
2024-01-22 21:00:00,146.48,1004,477,0
2024-01-22 22:00:00,127.17,1003,1504,0
2024-01-22 23:00:00,83.88,1003,1029,0
2024-01-23 00:00:00,31.61,1004,911,0
2024-01-23 01:00:00,420.09,1004,682,0
2024-01-23 02:00:00,355.22,1001,448,0
2024-01-23 03:00:00,1654.49,1001,4232,0
2024-01-23 04:00:00,1158.97,1003,2086,0
2024-01-23 05:00:00,182.13,1001,454,0
2024-01-23 06:00:00,313.06,1002,975,0
2024-01-23 07:00:00,599.23,1001,3800,0
2024-01-23 08:00:00,398.95,1001,473,0
2024-01-23 09:00:00,76.83,1003,2208,0
2024-01-23 10:00:00,139.77,1002,2297,0
2024-01-23 11:00:00,47.66,1001,3775,0
2024-01-23 12:00:00,636.04,1002,3186,0
2024-01-23 13:00:00,206.37,1002,4018,0
2024-01-23 14:00:00,71.92,1002,3514,0
2024-01-23 15:00:00,242.77,1004,922,0
2024-01-23 16:00:00,212.53,1004,506,0
2024-01-23 17:00:00,108.68,1004,1473,0
2024-01-23 18:00:00,44.11,1004,4263,0
2024-01-23 19:00:00,242.69,1003,4277,0
2024-01-23 20:00:00,166.92,1001,503,0
2024-01-23 21:00:00,315.96,1004,1436,0
2024-01-23 22:00:00,166.86,1003,1702,0
2024-01-23 23:00:00,402.35,1001,1803,0
2024-01-24 00:00:00,180.55,1004,2733,0
2024-01-24 01:00:00,184.62,1001,668,0
2024-01-24 02:00:00,438.55,1004,4771,0
2024-01-24 03:00:00,123.33,1003,4472,0
2024-01-24 04:00:00,48.78,1002,559,0
2024-01-24 05:00:00,25.84,1002,652,0
2024-01-24 06:00:00,301.41,1001,4360,0
2024-01-24 07:00:00,213.68,1003,217,0
2024-01-24 08:00:00,263.53,1002,2507,0
2024-01-24 09:00:00,67.9,1004,4200,0
