timestamp,sensor1,sensor2,temperature,fault
2024-02-03 01:00:00,55.522,24.53,39.439,0
2024-02-03 02:00:00,54.484,24.821,40.2,0
2024-02-03 03:00:00,53.792,25.223,39.34,0
2024-02-03 04:00:00,52.762,24.403,38.385,0
2024-02-03 05:00:00,54.793,25.584,38.908,0
2024-02-03 06:00:00,56.32,24.047,39.641,0
2024-02-03 07:00:00,54.104,25.7,40.719,0
2024-02-03 08:00:00,56.013,25.221,40.277,0
2024-02-03 09:00:00,54.447,24.665,40.112,0
2024-02-03 10:00:00,55.587,24.499,38.392,0
2024-02-03 11:00:00,56.272,24.436,41.016,0
2024-02-03 12:00:00,54.988,24.611,40.179,0
2024-02-03 13:00:00,55.9,24.644,39.904,0
2024-02-03 14:00:00,55.396,25.285,40.906,0
2024-02-03 15:00:00,56.598,25.631,40.998,0
2024-02-03 16:00:00,56.208,24.735,40.924,0
2024-02-03 17:00:00,56.109,24.202,39.802,0
2024-02-03 18:00:00,57.691,24.34,39.197,0
2024-02-03 19:00:00,56.873,24.51,40.791,0
2024-02-03 20:00:00,55.599,24.074,38.908,0
2024-02-03 21:00:00,56.281,23.988,41.558,0
2024-02-03 22:00:00,56.367,25.614,40.022,0
2024-02-03 23:00:00,56.6,24.704,39.151,0
2024-02-04 00:00:00,59.119,24.124,39.015,0
2024-02-04 01:00:00,57.041,24.936,38.978,0
2024-02-04 02:00:00,54.708,23.926,40.112,0
2024-02-04 03:00:00,56.275,23.954,39.995,0
2024-02-04 04:00:00,54.958,24.087,39.011,0
2024-02-04 05:00:00,56.633,25.303,39.715,0
2024-02-04 06:00:00,55.047,24.336,38.906,0
2024-02-04 07:00:00,56.233,23.228,40.471,0
2024-02-04 08:00:00,55.654,25.04,39.956,0
2024-02-04 09:00:00,57.628,24.268,39.697,0
2024-02-04 10:00:00,57.313,23.482,38.97,0
2024-02-04 11:00:00,57.683,24.234,39.76,0
2024-02-04 12:00:00,57.343,24.639,39.668,0
2024-02-04 13:00:00,56.12,24.565,40.254,0
2024-02-04 14:00:00,58.093,25.248,40.134,0
2024-02-04 15:00:00,59.567,23.907,40.634,0
2024-02-04 16:00:00,58.118,24.342,39.612,0
2024-02-04 17:00:00,90.797,23.954,53.078,1
2024-02-04 18:00:00,56.406,23.517,40.793,0
2024-02-04 19:00:00,56.988,24.716,39.251,0
2024-02-04 20:00:00,58.41,24.489,39.114,0
2024-02-04 21:00:00,59.09,24.383,39.966,0
2024-02-04 22:00:00,58.338,24.439,40.242,0
2024-02-04 23:00:00,58.935,23.866,39.575,0
2024-02-05 00:00:00,58.901,23.69,39.569,0
2024-02-05 01:00:00,58.756,24.195,39.687,0
2024-02-05 02:00:00,57.648,24.741,41.133,0
2024-02-05 03:00:00,58.535,24.947,39.998,0
2024-02-05 04:00:00,57.567,24.524,39.226,0
2024-02-05 05:00:00,58.487,24.124,39.234,0
2024-02-05 06:00:00,58.853,24.227,39.799,0
2024-02-05 07:00:00,60.253,24.081,40.19,0
2024-02-05 08:00:00,57.315,23.544,40.387,0
2024-02-05 09:00:00,59.157,24.052,40.099,0
2024-02-05 10:00:00,60.206,23.355,39.327,0
2024-02-05 11:00:00,59.532,23.942,39.661,0
2024-02-05 12:00:00,59.654,24.804,40.587,0
2024-02-05 13:00:00,59.455,24.379,39.083,0
2024-02-05 14:00:00,60.211,23.488,39.627,0
2024-02-05 15:00:00,57.87,23.895,40.478,0
2024-02-05 16:00:00,57.616,23.495,40.7,0
2024-02-05 17:00:00,59.039,23.862,39.846,0
2024-02-05 18:00:00,56.926,24.395,39.671,0
2024-02-05 19:00:00,60.359,24.182,38.942,0
2024-02-05 20:00:00,91.42,25.079,50.64,1
2024-02-05 21:00:00,58.775,24.414,41.055,0
2024-02-05 22:00:00,58.876,23.9,42.052,0
2024-02-05 23:00:00,59.212,24.117,40.309,0
2024-02-06 00:00:00,59.373,23.657,39.959,0
2024-02-06 01:00:00,59.484,23.175,39.264,0
2024-02-06 02:00:00,59.95,24.372,38.497,0
2024-02-06 03:00:00,59.253,24.203,40.142,0
2024-02-06 04:00:00,60.402,23.558,41.88,0
2024-02-06 05:00:00,59.937,23.795,41.017,0
2024-02-06 06:00:00,58.915,24.258,40.893,0
2024-02-06 07:00:00,60.887,24.04,40.196,0
2024-02-06 08:00:00,58.223,22.864,40.288,0
2024-02-06 09:00:00,59.517,23.697,38.061,0
2024-02-06 10:00:00,60.603,23.47,40.61,0
2024-02-06 11:00:00,58.939,24.089,39.537,0
2024-02-06 12:00:00,59.997,24.027,39.439,0
2024-02-06 13:00:00,60.255,24.149,39.741,0
2024-02-06 14:00:00,58.875,22.91,39.714,0
2024-02-06 15:00:00,59.685,23.055,39.426,0
2024-02-06 16:00:00,59.623,23.982,40.011,0
2024-02-06 17:00:00,59.248,23.107,39.553,0
2024-02-06 18:00:00,62.121,22.62,40.08,0
2024-02-06 19:00:00,59.074,23.625,38.81,0
2024-02-06 20:00:00,60.86,23.063,39.829,0
2024-02-06 21:00:00,59.479,24.209,39.123,0
2024-02-06 22:00:00,58.8,23.44,39.487,0
2024-02-06 23:00:00,60.004,23.349,40.115,0
2024-02-07 00:00:00,60.564,23.062,38.717,0
2024-02-07 01:00:00,60.848,24.019,39.342,0
2024-02-07 02:00:00,61.501,23.38,40.455,0
2024-02-07 03:00:00,62.895,22.973,38.869,0
2024-02-07 04:00:00,60.21,22.757,41.422,0
2024-02-07 05:00:00,59.305,23.094,40.964,0
2024-02-07 06:00:00,60.428,22.619,39.604,0
2024-02-07 07:00:00,59.715,23.598,39.37,0
2024-02-07 08:00:00,60.913,22.156,40.162,0
2024-02-07 09:00:00,58.695,22.967,38.842,0
2024-02-07 10:00:00,62.364,23.317,38.398,0
2024-02-07 11:00:00,60.854,23.159,39.633,0
2024-02-07 12:00:00,58.315,22.606,39.893,0
2024-02-07 13:00:00,59.291,23.27,40.076,0
2024-02-07 14:00:00,60.816,22.473,39.508,0
2024-02-07 15:00:00,61.174,22.88,41.019,0
2024-02-07 16:00:00,58.723,23.193,38.804,0
2024-02-07 17:00:00,60.705,23.074,39.089,0
2024-02-07 18:00:00,58.04,22.48,40.389,0
2024-02-07 19:00:00,59.893,23.391,39.071,0
2024-02-07 20:00:00,61.088,22.811,39.04,0
2024-02-07 21:00:00,59.417,23.114,40.099,0
2024-02-07 22:00:00,58.453,23.482,39.157,0
2024-02-07 23:00:00,60.097,23.251,39.894,0
2024-02-08 00:00:00,59.335,23.227,39.44,0
2024-02-08 01:00:00,60.558,22.738,39.311,0
2024-02-08 02:00:00,59.031,23.013,38.318,0
2024-02-08 03:00:00,59.13,22.697,40.112,0
2024-02-08 04:00:00,57.867,21.96,39.002,0
2024-02-08 05:00:00,60.043,22.69,39.865,0
2024-02-08 06:00:00,59.696,22.641,39.59,0
2024-02-08 07:00:00,58.651,22.779,39.835,0
2024-02-08 08:00:00,60.015,22.397,39.88,0
2024-02-08 09:00:00,60.829,22.054,40.155,0
2024-02-08 10:00:00,59.566,22.737,39.418,0
2024-02-08 11:00:00,60.028,21.725,40.994,0
2024-02-08 12:00:00,60.011,23.085,38.522,0
2024-02-08 13:00:00,58.51,22.213,39.819,0
2024-02-08 14:00:00,61.747,22.425,40.669,0
2024-02-08 15:00:00,59.194,22.555,40.381,0
2024-02-08 16:00:00,60.295,22.544,39.22,0
2024-02-08 17:00:00,60.381,21.518,39.353,0
2024-02-08 18:00:00,59.444,22.607,39.195,0
2024-02-08 19:00:00,60.161,22.32,40.479,0
2024-02-08 20:00:00,59.77,21.824,39.408,0
2024-02-08 21:00:00,58.076,21.739,40.204,0
2024-02-08 22:00:00,59.129,21.92,40.211,0
2024-02-08 23:00:00,58.816,21.41,41.895,0
2024-02-09 00:00:00,58.933,22.893,40.251,0
2024-02-09 01:00:00,58.056,22.748,39.351,0
2024-02-09 02:00:00,60.451,22.203,38.832,0
2024-02-09 03:00:00,60.89,21.838,39.779,0
2024-02-09 04:00:00,60.229,21.823,39.905,0
2024-02-09 05:00:00,60.483,22.273,38.231,0
2024-02-09 06:00:00,58.828,22.745,39.429,0
2024-02-09 07:00:00,58.496,21.553,40.238,0
2024-02-09 08:00:00,58.313,21.252,39.574,0
2024-02-09 09:00:00,59.693,22.556,40.775,0
2024-02-09 10:00:00,59.233,20.861,38.753,0
2024-02-09 11:00:00,58.885,21.222,40.542,0
2024-02-09 12:00:00,60.213,21.575,40.731,0
2024-02-09 13:00:00,59.277,20.89,40.765,0
2024-02-09 14:00:00,57.986,22.198,38.747,0
2024-02-09 15:00:00,58.097,22.042,40.252,0
2024-02-09 16:00:00,59.411,21.298,39.465,0
2024-02-09 17:00:00,59.722,22.196,38.875,0
2024-02-09 18:00:00,59.182,22.253,39.669,0
2024-02-09 19:00:00,60.476,21.443,39.276,0
2024-02-09 20:00:00,60.162,21.245,40.737,0
2024-02-09 21:00:00,58.916,22.572,40.41,0
2024-02-09 22:00:00,57.582,21.774,39.078,0
2024-02-09 23:00:00,57.057,21.513,39.421,0
2024-02-10 00:00:00,57.924,22.037,39.695,0
2024-02-10 01:00:00,59.009,21.478,39.942,0
2024-02-10 02:00:00,60.025,21.045,40.805,0
2024-02-10 03:00:00,58.558,21.309,40.553,0
2024-02-10 04:00:00,59.251,21.759,40.041,0
2024-02-10 05:00:00,57.778,20.214,39.791,0
2024-02-10 06:00:00,58.586,21.037,38.581,0
2024-02-10 07:00:00,58.725,21.844,41.034,0
2024-02-10 08:00:00,55.861,20.867,39.642,0
2024-02-10 09:00:00,57.364,21.867,41.244,0
2024-02-10 10:00:00,58.664,21.772,40.157,0
2024-02-10 11:00:00,57.925,21.002,41.62,0
2024-02-10 12:00:00,56.389,20.721,40.485,0
2024-02-10 13:00:00,55.09,20.833,38.854,0
2024-02-10 14:00:00,57.088,22.279,39.508,0
2024-02-10 15:00:00,57.315,21.855,39.865,0
2024-02-10 16:00:00,56.435,20.951,39.301,0
2024-02-10 17:00:00,57.394,20.554,39.698,0
2024-02-10 18:00:00,57.688,20.887,38.906,0
2024-02-10 19:00:00,57.782,20.921,40.005,0
2024-02-10 20:00:00,54.685,20.148,40.19,0
2024-02-10 21:00:00,55.655,20.78,39.197,0
2024-02-10 22:00:00,56.593,21.371,41.552,0
2024-02-10 23:00:00,57.397,19.781,40.051,0
2024-02-11 00:00:00,57.24,21.064,39.347,0
2024-02-11 01:00:00,57.149,21.308,38.696,0
2024-02-11 02:00:00,56.219,20.311,40.048,0
2024-02-11 03:00:00,56.199,21.408,39.792,0
2024-02-11 04:00:00,55.722,20.186,40.626,0
2024-02-11 05:00:00,57.142,20.722,39.885,0
2024-02-11 06:00:00,55.376,20.318,39.045,0
2024-02-11 07:00:00,57.069,20.288,41.337,0
2024-02-11 08:00:00,56.348,20.103,40.348,0
2024-02-11 09:00:00,56.016,20.731,39.797,0
2024-02-11 10:00:00,55.324,20.777,40.132,0
2024-02-11 11:00:00,54.545,20.29,40.379,0
2024-02-11 12:00:00,55.172,19.612,38.857,0
2024-02-11 13:00:00,55.408,20.464,40.126,0
2024-02-11 14:00:00,53.286,20.443,39.64,0
2024-02-11 15:00:00,55.375,20.094,40.406,0
2024-02-11 16:00:00,56.414,21.106,39.408,0
2024-02-11 17:00:00,55.973,19.36,39.516,0
2024-02-11 18:00:00,54.825,19.004,41.33,0
2024-02-11 19:00:00,55.283,19.717,40.985,0
2024-02-11 20:00:00,54.594,20.408,37.364,0
2024-02-11 21:00:00,55.213,19.494,40.925,0
2024-02-11 22:00:00,56.518,19.502,39.941,0
2024-02-11 23:00:00,55.86,20.438,39.433,0
2024-02-12 00:00:00,55.324,20.164,39.194,0
2024-02-12 01:00:00,54.223,20.091,39.241,0
2024-02-12 02:00:00,55.377,20.263,39.456,0
2024-02-12 03:00:00,52.851,19.63,39.098,0
2024-02-12 04:00:00,54.197,19.623,38.916,0
2024-02-12 05:00:00,54.943,20.187,39.168,0
2024-02-12 06:00:00,55.009,19.08,40.259,0
2024-02-12 07:00:00,54.848,18.651,40.04,0
2024-02-12 08:00:00,54.382,19.476,40.445,0
2024-02-12 09:00:00,53.8,20.128,39.947,0
2024-02-12 10:00:00,54.442,19.76,38.955,0
2024-02-12 11:00:00,52.859,20.031,40.396,0
2024-02-12 12:00:00,52.874,18.565,39.196,0
2024-02-12 13:00:00,53.688,19.701,40.517,0
2024-02-12 14:00:00,53.706,19.84,39.067,0
2024-02-12 15:00:00,51.613,18.808,39.45,0
2024-02-12 16:00:00,53.8,19.884,39.711,0
2024-02-12 17:00:00,54.023,19.368,40.54,0
2024-02-12 18:00:00,53.078,20.929,40.141,0
2024-02-12 19:00:00,55.435,18.275,40.016,0
2024-02-12 20:00:00,52.282,20.019,41.509,0
2024-02-12 21:00:00,52.508,19.107,38.53,0
2024-02-12 22:00:00,52.378,18.466,39.169,0
2024-02-12 23:00:00,52.601,18.982,39.135,0
2024-02-13 00:00:00,52.252,19.354,38.583,0
2024-02-13 01:00:00,51.077,19.705,39.424,0
2024-02-13 02:00:00,51.84,20.017,40.55,0
2024-02-13 03:00:00,52.192,19.838,39.527,0
2024-02-13 04:00:00,53.421,18.615,39.734,0
2024-02-13 05:00:00,54.297,19.633,38.622,0
2024-02-13 06:00:00,53.332,19.234,39.363,0
2024-02-13 07:00:00,51.123,18.682,39.631,0
2024-02-13 08:00:00,51.104,18.873,40.514,0
2024-02-13 09:00:00,51.542,18.595,38.66,0
2024-02-13 10:00:00,53.388,18.939,39.636,0
2024-02-13 11:00:00,51.339,18.527,40.869,0
2024-02-13 12:00:00,50.078,18.348,39.644,0
2024-02-13 13:00:00,50.805,19.073,38.308,0
2024-02-13 14:00:00,51.964,19.118,41.023,0
2024-02-13 15:00:00,51.798,18.681,40.588,0
2024-02-13 16:00:00,50.808,19.43,40.696,0
2024-02-13 17:00:00,51.592,18.586,38.605,0
2024-02-13 18:00:00,48.536,18.536,41.21,0
2024-02-13 19:00:00,50.813,18.989,39.381,0
2024-02-13 20:00:00,51.47,18.564,39.592,0
2024-02-13 21:00:00,49.677,18.643,39.438,0
2024-02-13 22:00:00,49.573,17.312,40.758,0
2024-02-13 23:00:00,48.443,18.552,39.856,0
2024-02-14 00:00:00,51.8,17.601,40.385,0
2024-02-14 01:00:00,49.39,17.876,40.061,0
2024-02-14 02:00:00,50.251,17.79,39.924,0
2024-02-14 03:00:00,50.514,17.908,39.243,0
2024-02-14 04:00:00,51.322,18.126,41.45,0
2024-02-14 05:00:00,49.556,18.129,38.829,0
2024-02-14 06:00:00,49.07,18.676,40.33,0
2024-02-14 07:00:00,49.683,18.427,40.301,0
2024-02-14 08:00:00,50.694,17.337,40.923,0
2024-02-14 09:00:00,49.14,18.301,41.11,0
2024-02-14 10:00:00,48.255,18.39,39.89,0
2024-02-14 11:00:00,47.57,18.039,40.424,0
2024-02-14 12:00:00,47.79,18.145,41.412,0
2024-02-14 13:00:00,49.776,18.242,39.948,0
2024-02-14 14:00:00,48.492,18.502,39.147,0
2024-02-14 15:00:00,48.105,17.304,39.692,0
2024-02-14 16:00:00,47.898,17.942,38.956,0
2024-02-14 17:00:00,48.6,18.791,40.297,0
2024-02-14 18:00:00,48.177,18.717,40.852,0
2024-02-14 19:00:00,48.044,18.407,39.903,0
2024-02-14 20:00:00,49.568,18.222,38.703,0
2024-02-14 21:00:00,49.659,18.754,40.817,0
2024-02-14 22:00:00,46.412,18.858,38.579,0
2024-02-14 23:00:00,48.252,17.808,38.763,0
2024-02-15 00:00:00,47.05,17.36,39.857,0
2024-02-15 01:00:00,47.481,17.683,40.201,0
2024-02-15 02:00:00,47.941,19.339,40.338,0
2024-02-15 03:00:00,47.322,16.979,39.947,0
2024-02-15 04:00:00,47.668,17.502,41.408,0
2024-02-15 05:00:00,48.014,17.004,40.052,0
2024-02-15 06:00:00,47.54,17.746,40.828,0
2024-02-15 07:00:00,46.502,17.056,40.63,0
2024-02-15 08:00:00,46.424,17.577,38.966,0
2024-02-15 09:00:00,45.518,16.63,39.864,0
2024-02-15 10:00:00,46.009,17.887,41.699,0
2024-02-15 11:00:00,48.73,18.163,39.597,0
2024-02-15 12:00:00,45.882,17.334,39.46,0
2024-02-15 13:00:00,45.386,17.432,40.136,0
2024-02-15 14:00:00,46.806,17.392,39.625,0
2024-02-15 15:00:00,46.282,17.539,39.365,0
2024-02-15 16:00:00,46.103,17.403,39.613,0
2024-02-15 17:00:00,47.615,17.781,41.146,0
2024-02-15 18:00:00,46.663,17.988,39.891,0
2024-02-15 19:00:00,45.492,16.939,38.938,0
2024-02-15 20:00:00,45.506,17.166,38.791,0
2024-02-15 21:00:00,45.337,17.746,41.765,0
2024-02-15 22:00:00,46.623,16.559,39.821,0
2024-02-15 23:00:00,45.35,16.259,40.348,0
2024-02-16 00:00:00,43.775,17.333,39.383,0
2024-02-16 01:00:00,45.431,17.443,40.257,0
2024-02-16 02:00:00,43.853,16.809,41.167,0
2024-02-16 03:00:00,47.486,16.856,39.478,0
2024-02-16 04:00:00,44.248,16.741,40.367,0
2024-02-16 05:00:00,44.964,16.663,38.875,0
2024-02-16 06:00:00,45.297,17.419,41.618,0
2024-02-16 07:00:00,44.663,16.457,40.215,0
2024-02-16 08:00:00,44.576,16.891,39.67,0
2024-02-16 09:00:00,45.202,16.547,39.762,0
2024-02-16 10:00:00,46.222,16.248,39.592,0
2024-02-16 11:00:00,45.378,17.387,39.633,0
2024-02-16 12:00:00,46.005,16.668,38.042,0
2024-02-16 13:00:00,43.397,16.999,39.922,0
2024-02-16 14:00:00,44.678,16.127,39.888,0
2024-02-16 15:00:00,44.433,16.486,40.391,0
2024-02-16 16:00:00,44.548,17.212,39.581,0
2024-02-16 17:00:00,45.492,18.105,39.383,0
2024-02-16 18:00:00,43.814,15.8,39.994,0
2024-02-16 19:00:00,43.549,16.664,38.71,0
2024-02-16 20:00:00,44.409,16.948,40.115,0
2024-02-16 21:00:00,42.018,16.411,38.511,0
2024-02-16 22:00:00,43.482,17.122,40.897,0
2024-02-16 23:00:00,43.507,16.241,40.547,0
2024-02-17 00:00:00,42.644,16.729,39.259,0
2024-02-17 01:00:00,44.545,16.369,40.529,0
2024-02-17 02:00:00,42.35,17.217,40.089,0
2024-02-17 03:00:00,43.202,16.248,39.193,0
2024-02-17 04:00:00,43.556,16.388,38.382,0
2024-02-17 05:00:00,44.543,17.015,40.253,0
2024-02-17 06:00:00,43.106,16.006,39.365,0
2024-02-17 07:00:00,43.981,16.533,40.876,0
2024-02-17 08:00:00,43.674,15.566,40.011,0
2024-02-17 09:00:00,43.026,15.912,39.44,0
2024-02-17 10:00:00,41.743,16.626,41.438,0
2024-02-17 11:00:00,41.328,15.919,40.461,0
2024-02-17 12:00:00,42.801,16.121,37.076,0
2024-02-17 13:00:00,42.083,16.619,39.611,0
2024-02-17 14:00:00,43.478,16.063,38.893,0
2024-02-17 15:00:00,43.238,16.743,39.36,0
2024-02-17 16:00:00,42.242,16.419,39.884,0
2024-02-17 17:00:00,41.204,16.509,40.283,0
2024-02-17 18:00:00,42.808,16.892,40.209,0
2024-02-17 19:00:00,41.216,16.411,40.862,0
2024-02-17 20:00:00,41.413,17.001,40.509,0
2024-02-17 21:00:00,41.13,16.667,40.46,0
2024-02-17 22:00:00,41.91,15.931,40.161,0
2024-02-17 23:00:00,43.159,16.819,41.029,0
2024-02-18 00:00:00,41.924,16.286,39.747,0
2024-02-18 01:00:00,41.427,15.937,39.768,0
2024-02-18 02:00:00,40.287,16.255,38.476,0
2024-02-18 03:00:00,42.308,16.653,40.845,0
2024-02-18 04:00:00,40.919,16.306,39.938,0
2024-02-18 05:00:00,41.761,16.971,42.347,0
2024-02-18 06:00:00,41.235,16.584,39.676,0
2024-02-18 07:00:00,42.374,16.284,40.071,0
2024-02-18 08:00:00,41.326,15.492,40.437,0
2024-02-18 09:00:00,41.372,15.897,39.118,0
2024-02-18 10:00:00,41.866,16.005,40.287,0
2024-02-18 11:00:00,43.436,16.3,40.028,0
2024-02-18 12:00:00,42.169,16.252,39.757,0
2024-02-18 13:00:00,41.143,16.001,40.938,0
2024-02-18 14:00:00,41.187,15.959,39.277,0
2024-02-18 15:00:00,40.612,16.242,40.22,0
2024-02-18 16:00:00,40.141,15.436,41.164,0
2024-02-18 17:00:00,40.494,16.696,39.435,0
2024-02-18 18:00:00,40.23,14.808,39.762,0
2024-02-18 19:00:00,41.612,16.543,41.876,0
2024-02-18 20:00:00,39.846,15.776,40.38,0
2024-02-18 21:00:00,74.297,16.284,49.858,1
2024-02-18 22:00:00,41.587,15.949,40.642,0
2024-02-18 23:00:00,40.816,15.924,39.546,0
2024-02-19 00:00:00,40.757,16.012,38.748,0
2024-02-19 01:00:00,40.162,16.124,41.098,0
2024-02-19 02:00:00,40.952,15.54,39.118,0
2024-02-19 03:00:00,41.734,16.206,41.961,0
2024-02-19 04:00:00,39.908,15.131,39.609,0
2024-02-19 05:00:00,39.044,15.656,41.707,0
2024-02-19 06:00:00,41.248,16.062,38.905,0
2024-02-19 07:00:00,40.837,16.127,40.82,0
2024-02-19 08:00:00,39.361,15.845,40.4,0
2024-02-19 09:00:00,39.718,15.404,40.67,0
2024-02-19 10:00:00,39.563,16.034,40.774,0
2024-02-19 11:00:00,39.669,15.237,39.602,0
2024-02-19 12:00:00,40.043,16.434,38.953,0
2024-02-19 13:00:00,40.073,15.502,39.959,0
2024-02-19 14:00:00,39.664,14.761,40.178,0
2024-02-19 15:00:00,39.532,14.92,39.623,0
2024-02-19 16:00:00,40.038,15.526,40.222,0
2024-02-19 17:00:00,40.412,15.561,40.264,0
2024-02-19 18:00:00,39.907,16.463,39.272,0
2024-02-19 19:00:00,41.361,14.947,40.316,0
2024-02-19 20:00:00,40.691,15.473,39.786,0
2024-02-19 21:00:00,38.573,14.911,39.44,0
2024-02-19 22:00:00,40.67,15.182,40.63,0
2024-02-19 23:00:00,40.736,16.258,39.378,0
2024-02-20 00:00:00,39.68,14.836,39.635,0
2024-02-20 01:00:00,38.605,15.686,40.058,0
2024-02-20 02:00:00,40.094,15.578,41.099,0
2024-02-20 03:00:00,40.066,15.358,40.154,0
2024-02-20 04:00:00,38.94,15.618,40.423,0
2024-02-20 05:00:00,38.6,14.768,39.762,0
2024-02-20 06:00:00,39.954,16.165,39.937,0
2024-02-20 07:00:00,39.8,16.288,39.961,0
2024-02-20 08:00:00,39.608,15.339,40.235,0
2024-02-20 09:00:00,39.935,16.516,39.763,0
2024-02-20 10:00:00,38.91,15.095,41.072,0
2024-02-20 11:00:00,39.574,15.485,39.701,0
2024-02-20 12:00:00,40.538,15.991,38.634,0
2024-02-20 13:00:00,39.652,15.035,42.194,0
2024-02-20 14:00:00,38.329,14.565,39.738,0
2024-02-20 15:00:00,39.527,14.44,41.051,0
2024-02-20 16:00:00,38.93,16.267,41.124,0
2024-02-20 17:00:00,40.269,14.963,40.756,0
2024-02-20 18:00:00,40.323,15.126,39.842,0
2024-02-20 19:00:00,38.349,14.654,40.229,0
2024-02-20 20:00:00,40.771,15.676,38.98,0
2024-02-20 21:00:00,38.905,14.803,41.592,0
2024-02-20 22:00:00,41.583,14.94,39.319,0
2024-02-20 23:00:00,39.982,15.327,39.797,0
2024-02-21 00:00:00,38.793,14.637,40.079,0
2024-02-21 01:00:00,38.907,15.072,39.914,0
2024-02-21 02:00:00,40.407,15.855,39.475,0
2024-02-21 03:00:00,39.679,15.361,41.115,0
2024-02-21 04:00:00,39.986,15.205,40.76,0
2024-02-21 05:00:00,41.709,15.24,40.258,0
2024-02-21 06:00:00,39.411,14.931,39.68,0
2024-02-21 07:00:00,40.185,16.118,40.851,0
2024-02-21 08:00:00,41.562,14.707,39.628,0
2024-02-21 09:00:00,40.43,15.212,41.256,0
2024-02-21 10:00:00,38.571,15.158,40.089,0
2024-02-21 11:00:00,40.702,15.599,40.984,0
2024-02-21 12:00:00,39.054,15.641,39.909,0
2024-02-21 13:00:00,41.645,15.067,40.057,0
2024-02-21 14:00:00,39.437,15.223,40.98,0
2024-02-21 15:00:00,43.253,15.237,41.755,0
2024-02-21 16:00:00,70.037,13.932,55.107,1
2024-02-21 17:00:00,39.536,14.269,40.702,0
2024-02-21 18:00:00,40.379,14.756,40.471,0
2024-02-21 19:00:00,41.139,14.773,39.594,0
2024-02-21 20:00:00,41.197,14.45,40.236,0
2024-02-21 21:00:00,40.885,15.42,39.27,0
2024-02-21 22:00:00,41.725,15.043,40.301,0
2024-02-21 23:00:00,40.38,14.93,40.352,0
2024-02-22 00:00:00,40.168,14.406,38.431,0
2024-02-22 01:00:00,40.221,15.008,40.031,0
2024-02-22 02:00:00,41.46,13.714,40.332,0
2024-02-22 03:00:00,41.001,14.943,39.933,0
2024-02-22 04:00:00,40.963,15.053,40.286,0
2024-02-22 05:00:00,41.504,15.14,38.927,0
2024-02-22 06:00:00,38.695,14.234,39.379,0
2024-02-22 07:00:00,41.094,15.126,40.828,0
2024-02-22 08:00:00,41.042,14.491,40.0,0
2024-02-22 09:00:00,42.532,14.604,40.272,0
2024-02-22 10:00:00,39.376,15.367,39.563,0
2024-02-22 11:00:00,42.504,16.014,40.016,0
